Texto,Emoción
¡Esa montaña rusa fue increíblemente emocionante! (Variación 114),Sorpresa
¡Esa montaña rusa fue increíblemente emocionante! (Variación 149),Sorpresa
No puedo creer que me hayan mentido de esa manera. (Variación 98),Enojo
No puedo creer que me hayan mentido de esa manera. (Variación 97),Enojo
"Perdí a mi mejor amigo, me siento muy solo. (Variación 35)",Tristeza
"Perdí a mi mejor amigo, me siento muy solo. (Variación 108)",Tristeza
No puedo soportar el olor de la comida descompuesta. (Variación 47),Asco
¡Esa montaña rusa fue increíblemente emocionante! (Variación 112),Sorpresa
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 26),Felicidad
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 110),Felicidad
"Perdí a mi mejor amigo, me siento muy solo. (Variación 61)",Tristeza
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 128),Felicidad
No puedo creer que me hayan mentido de esa manera. (Variación 38),Enojo
No puedo creer que me hayan mentido de esa manera. (Variación 148),Enojo
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 81),Felicidad
¡Esa montaña rusa fue increíblemente emocionante! (Variación 85),Sorpresa
¡Esa montaña rusa fue increíblemente emocionante! (Variación 52),Sorpresa
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 112),Felicidad
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 8),Felicidad
No puedo soportar el olor de la comida descompuesta. (Variación 79),Asco
No puedo creer que me hayan mentido de esa manera. (Variación 78),Enojo
No puedo creer que me hayan mentido de esa manera. (Variación 8),Enojo
"Perdí a mi mejor amigo, me siento muy solo. (Variación 22)",Tristeza
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 73),Felicidad
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 74),Miedo
¡Esa montaña rusa fue increíblemente emocionante! (Variación 62),Sorpresa
No puedo creer que me hayan mentido de esa manera. (Variación 66),Enojo
"Perdí a mi mejor amigo, me siento muy solo. (Variación 63)",Tristeza
No puedo soportar el olor de la comida descompuesta. (Variación 94),Asco
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 71),Felicidad
No puedo creer que me hayan mentido de esa manera. (Variación 3),Enojo
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 134),Felicidad
"Perdí a mi mejor amigo, me siento muy solo. (Variación 91)",Tristeza
"Perdí a mi mejor amigo, me siento muy solo. (Variación 12)",Tristeza
No puedo creer que me hayan mentido de esa manera. (Variación 31),Enojo
No puedo creer que me hayan mentido de esa manera. (Variación 124),Enojo
¡Esa montaña rusa fue increíblemente emocionante! (Variación 16),Sorpresa
No puedo soportar el olor de la comida descompuesta. (Variación 97),Asco
¡Esa montaña rusa fue increíblemente emocionante! (Variación 68),Sorpresa
¡Esa montaña rusa fue increíblemente emocionante! (Variación 69),Sorpresa
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 133),Felicidad
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 34),Miedo
No puedo creer que me hayan mentido de esa manera. (Variación 126),Enojo
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 8),Felicidad
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 35),Miedo
¡Esa montaña rusa fue increíblemente emocionante! (Variación 3),Sorpresa
¡Esa montaña rusa fue increíblemente emocionante! (Variación 56),Sorpresa
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 68),Miedo
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 96),Felicidad
No puedo creer que me hayan mentido de esa manera. (Variación 100),Enojo
¡Esa montaña rusa fue increíblemente emocionante! (Variación 2),Sorpresa
¡Esa montaña rusa fue increíblemente emocionante! (Variación 67),Sorpresa
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 1),Felicidad
No puedo creer que me hayan mentido de esa manera. (Variación 39),Enojo
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 58),Felicidad
"Perdí a mi mejor amigo, me siento muy solo. (Variación 46)",Tristeza
"Perdí a mi mejor amigo, me siento muy solo. (Variación 142)",Tristeza
"Perdí a mi mejor amigo, me siento muy solo. (Variación 147)",Tristeza
No puedo soportar el olor de la comida descompuesta. (Variación 59),Asco
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 82),Miedo
No puedo creer que me hayan mentido de esa manera. (Variación 15),Enojo
No puedo soportar el olor de la comida descompuesta. (Variación 107),Asco
¡Esa montaña rusa fue increíblemente emocionante! (Variación 45),Sorpresa
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 135),Miedo
No puedo creer que me hayan mentido de esa manera. (Variación 98),Enojo
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 49),Felicidad
No puedo soportar el olor de la comida descompuesta. (Variación 65),Asco
No puedo soportar el olor de la comida descompuesta. (Variación 68),Asco
No puedo soportar el olor de la comida descompuesta. (Variación 45),Asco
No puedo soportar el olor de la comida descompuesta. (Variación 63),Asco
No puedo soportar el olor de la comida descompuesta. (Variación 97),Asco
No puedo creer que me hayan mentido de esa manera. (Variación 87),Enojo
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 110),Felicidad
No puedo creer que me hayan mentido de esa manera. (Variación 18),Enojo
No puedo soportar el olor de la comida descompuesta. (Variación 111),Asco
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 59),Miedo
No puedo soportar el olor de la comida descompuesta. (Variación 50),Asco
No puedo creer que me hayan mentido de esa manera. (Variación 88),Enojo
No puedo soportar el olor de la comida descompuesta. (Variación 70),Asco
No puedo creer que me hayan mentido de esa manera. (Variación 53),Enojo
No puedo creer que me hayan mentido de esa manera. (Variación 118),Enojo
"Perdí a mi mejor amigo, me siento muy solo. (Variación 76)",Tristeza
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 8),Miedo
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 9),Felicidad
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 69),Miedo
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 46),Felicidad
"Perdí a mi mejor amigo, me siento muy solo. (Variación 133)",Tristeza
No puedo creer que me hayan mentido de esa manera. (Variación 56),Enojo
"Perdí a mi mejor amigo, me siento muy solo. (Variación 106)",Tristeza
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 128),Felicidad
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 47),Felicidad
"Perdí a mi mejor amigo, me siento muy solo. (Variación 26)",Tristeza
Gané la lotería y puedo comprar la casa de mis sueños. (Variación 108),Felicidad
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 111),Miedo
¡Esa montaña rusa fue increíblemente emocionante! (Variación 53),Sorpresa
No puedo soportar el olor de la comida descompuesta. (Variación 117),Asco
No puedo soportar el olor de la comida descompuesta. (Variación 72),Asco
"Perdí a mi mejor amigo, me siento muy solo. (Variación 57)",Tristeza
"Perdí a mi mejor amigo, me siento muy solo. (Variación 79)",Tristeza
No puedo soportar el olor de la comida descompuesta. (Variación 96),Asco
No puedo creer que me hayan mentido de esa manera. (Variación 24),Enojo
"Perdí a mi mejor amigo, me siento muy solo. (Variación 10)",Tristeza
Escuchar esos ruidos por la noche me da mucho miedo. (Variación 45),Miedo
